MICCO;MICCO 25831 Commerce Dr. Madison Heights, MI  48071 ,,,,,
Michigan Computer Solutions;Michigan Computer Solutions 37257 Mound Rd. Suite B Sterling Heights, MI  48310 ,,,,,
Michigan Mechanical Services Inc.;Michigan Mechanical Services Inc. 25445 Brest Road Taylor, MI  48180 ,,,,,
Micro Center;Micro Center 32800Concord Drive Madison Heights, MI 43071 ,,,,,
MicroDAQ.com;MicroDAQ.com P.O. Box 439 879 Maple St. Contoocook, NH  03229 ,,,,,
Mid-State Material Handling (ACH);Mid-State Material Handling, Inc. 8226 S. Saginaw Street, Suite B Grand Blanc, MI  48439 ,,,,,
"Midbrook, Inc.";Midbrook Industrial Washers, Inc. 2070 Brooklyn Road Jackson, MI  49203 ,,,,,
Mike Gresham Snowplowing;Gresham's Snowplowing, Inc. PO Box 81456 Rochester, MI  48308 ,,,,,
Mike Silbereis;Mike Silbereis 4816 Aviemore Drive Sterling Heights, MI 48314 ,,,,,
Mister Safety Shoes Inc.;Mister Safety Shoes Inc. 2300 Finch Ave W, Suite 6 Toronto, ON  M9M 2Y3 Canada ,,,,,
MiSUMI USA Inc.;Misumi USA, Inc. 26797 Network Place Chicago, IL  60673-1267 ,,,,,
Modular Aluminum Technology;Flotronics, Inc. Modular Aluminum Technology 7214 Gateway Park Drive Clarkston, MI  48346 ,,,,,
"Morrell, Inc. (ACH)";Morrell, Inc. Dept 20301 PO Box 67000 Detroit, MI  48267-0203 ,,,,,
Motion Industries;Motion Industries, Inc. PO Box 98412 Chicago, IL  60693-8412 ,,,,,
Mr. Paul's Chophouse,Mr. Paul's Chophouse,,,,,,
"MSI-Viking Gage, LLC";MSI-Viking Gage, LLC PO Box 537 Duncan, SC  29334 ,,,,,
MTE Controls;MTE Controls 5135 Hennin Drive Oldcastle, ON  N0R 1LO CANADA ,,,,,
Murthy Law Firm;The Law Office of Sheela Murthy, P.C. Murthy Law Firm 10451 Mill Run Circle, Suite 100 Owings Mills, MD  21117 ,,,,,
MyWhiteBoards.com,MyWhiteBoards.com,,,,,,
National Notary Association;National Notary Association 9350 Desoto Ave Chatsworth, CA 91311-4926 ,,,,,
National Safety,National Safety - Online,,,,,,
Newark,Newark,,,,,,
Nicholas Leggieri;Nicholas Leggieri 772 Kimberly Apt 302 Lake Orion, MI 48362 ,,,,,
Nikhil C.V. - CC,,,,,,,
Nikhil CV Amex CC,Nikhil CV Amex CC,,,,,,
Nikhil Vadakanmareveettil;Nikhil Vadakanmareveettil Kamalalayam, Keloth, Payyanur Kerala - 670307, India ,,,,,
North Electric Supply Company;North Electric Supply Company 1290 North Opdyke Road Auburn Hills, MI  48326 ,,,,,
North Pointe Insurance Company;North Pointe Insurance Company PO Box 78567 Milwaukee, WI  53278-0567 ,,,,,
Northern Tool;Northern Tool 2800 Southcross Drive West Burnsville, MN 55337 ,,,,,
"NRAI, Inc";NRAI, Inc. PO Box 4349 Carol Stream, IL  60197-4349 ,,,,,
NWA Air,NWA Air,,,,,,
Office Max,Office Max,,,,,,
Office Team;Office Team 12400 Colletions Center Drive Chicago, IL 60693 ,,,,,
Oldi;Oldi 7209 Chapman Highway Knoxville, TN 37920 ,,,,,
Olive Garden,Olive Garden,,,,,,
omega technologies;omega technologies 31125 Via Colinas #905 Westlake Village, CA 91362 ,,,,,
Omkar Rege;Omkar A Rege 606 E Stoughton, Apt 204 Champaign, IL  61820 ,,,,,
Omni Metalcraft (ACH);Omni Metalcraft Corp PO Box 352 Alpena, MI  49707 ,,,,,
Omni Tool;Omni Tool Ltd 5495 Outer Drive Windsor, ON  N9A 6J3 CANADA ,,,,,
Orange Coast Pneumatics;Orange Coast Pneumatics. 3810 Prospect Ave. Unit A Yorba Linda, Unit A Yorba Linda, CA 92286 ,,,,,
"Pahoa Express, Inc.";Pahoa Express, Inc. 38151 Groesbeck Hwy Clinton Townhip, MI  48036 ,,,,,
Palazzo Di Bocce;Palazzo di Bocce 4291 S Lapeer Road Orion, MI  48359 ,,,,,
Panera Bread,Panera Bread,,,,,,
Pari - India (V);Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Project) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - CAT IMS 3578;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (CAT IMS) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - Chrysler Mexico;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Ch-Tigershark) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - Chrysler Tipton;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Tipton Project) Village Dhangarwadi, Off Pune Satara Hwy, Dist. Satara, Taluka - Khandala, Satara - 412801 (Maharashtra) India ,,,,,
PARI India - Chrysler Trenton;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Trenton Project) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - Fanuc;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Fanuc Program) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - FMCSA;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (FMCSA Project) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - Ford Essex;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Essex Coyote) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - Ford Lima;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Ford Lima) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - Ford Mexico;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Ford Mexico) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - Ford Sterling;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Ford Sterling) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - Global Parts;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Global Parts) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - Heller (Euro);Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Heller Program) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - Heller (USD);Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (HellerUSProgram) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - MAG IAS;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (MAG IAS Project) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - MAG Mexico;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (MAG Mex Project) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - PARI Inc;Precision Automation & Robotics India Ltd Narhe Factory: S. No. 38/2, Narhe, Tal. Haveli, Pune  411041, India ,,,,,
PARI India - Spares Misc;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Spares Program) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India - ZF Group;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (ZF Group) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
PARI India Misc Payble;Precision Automation & Robotics India Ltd Gat No. 463A, 463B, 464 (Misc Project) Village Dhangarwadi, Taluka Khandala, District Satara - 412801, Maharashtra India ,,,,,
Parker Steel International;Parker Steel International 1819 Starr Ave. Toledo, OH 43605 ,,,,,
Patlite Corp.;Patlite Corp. 20130 S. Western Ave. Torrance, CA 90501 ,,,,,
Patrick Gleason;Patrick Gleason 34335 Heartsworth Lane Sterling Heights, MI  48313 ,,,,,
Peerless Steel (ACH);Peerless Steel Richard Leitch 2450 Austin Troy, MI 48083 ,,,,,
Pei Wei,Pei Wei,,,,,,
Pepperl+Fuchs;Pepperl + Fuchs, Inc. P.O. Box 1041 New York, NY 10268-1041 ,,,,,
Pfannenberg;Pfannenberg Inc. Attn: Chris Lauderback 68 Ward Road Lancaster, NY  14086 ,,,,,
Phonenix Machinery Movers;Phonenix Machinery Movers 50555 Corporate Drive Shelby Twp, MI  48315-3103 ,,,,,
PIAB USA Inc (ACH);PIAB USA ,Inc. PO Box 644491 Pittsburgh, PA  15264-4491 ,,,,,
"Pilz Automation Safety, LP";Pilz Automation Safety, LP 7021 Solutions Center Chicago, IL  60677-7000 ,,,,,
PIP1501108827,PIP1501108827,,,,,,
Pitt Ohio LTL;Pitt Ohio LTL PO Box 643271 Pittsburgh, PA  15264-3271 ,,,,,
PLC-Mall.com;Automation Suppliers, Inc. dba: plc-mall.com 221 W Nolana, Ste C McAllen, TX  78504 ,,,,,
Plotterpaper.com,Plotterpaper.com,,,,,,
"PMR Industries, Inc.";PMR Industries, Inc. 2311 - 16TH Street Port Huron, MI  48060 ,,,,,
"Pontiac Steel Co.,Inc.";Pontiac Steel Co.,Inc. P.O. Box 81665 Rochester, MI 48308 ,,,,,
Port Huron Building Supply;Port Huron Building Supply 3555 Electric Ave. Port Huron, MI 48060 ,,,,,
"Preferred Data Imaging, Inc.";Preferred Data Imaging, Inc. PO Box 10597 Canoga Park, CA  91309 ,,,,,
Preferred Shipping (ACH);Preferred Shipping Inc. 12714 Settemont Rd. Missouri City, TX  77489 ,,,,,
"Pro-Graphics, Inc.";Pro-Graphics, Inc. 1092 Centre Rd. Auburn Hills, MI 48326 ,,,,,
Pro-Tech Graphics;Pro-Tech Graphics 34851 Groesbeck Hwy Clinton Twp, MI  48035 ,,,,,
Pro Ultra Clean;Pro Ultra Clean P.O. Box 33244 Bloomfield Hills, MI  48303 ,,,,,
Production Tool Supply;Production Tool Supply Co, LLC PO Box 670587 Detroit, MI  48267-0587 ,,,,,
Professional Freight Solutions;Professional Freight Solutions 6303 26 Mile Road, Ste 201 Washington Twp, MI  48094 ,,,,,
Promotional Solutions;Promotional Solutions, LLC 48530 Van Dyke Ave Shelby Twp, MI  48317 ,,,,,
QC Lubricants;QC Lubricants CAGE CODE 9Y364 7360 Milnor St. Philadelphia, PA 19136 ,,,,,
QPS;QPS 81 Kelfield Street, Units 7-9 Toronto, ON  M9W 5A3 CANADA ,,,,,
Quality Welding & Fabrication;Quality Welding & Fabrication Ashley Miller 4330 East Road Elida, OH   45807 ,,,,,
Quill Inc.;Quill Inc. P.O. 37600 Philidelphia, PA 37600 ,,,,,
"R & A Heating And Cooling, Inc.";R & A Heating And Cooling, Inc. 275 Biltmore Dr Troy, MI  48084 ,,,,,
Radix (wire);Radix Inc. 5140 Concession Road 8 Maidstone, ON  N0R 1K0 Canada ,,,,,
Rahul D. Bhosale,Rahul D. Bhosale,,,,,,
Rahul D. Bhosale CC,,,,,,,
Rahul Keskar;Rahul Keskar 55 North Plaza Blvd Apartment 412 Rochester Hills, MI 48307 ,,,,,
Rahul Keskar - CC,,,,,,,
Ramco Innovations (ACH);Ramco Innovations, Inc. PO Box 65310 West Des Moines, IA  50265 ,,,,,
Rangoli Event Management;Rangoli Event Management 3055 E Walton Blvd Auburn Hills, MI  48326 ,,,,,
Rangoli Indian,Rangoli Indian,,,,,,
Rapid Machine (ACH);Rapid Machine, Inc. 43738 Merrill Rd Sterling Heights, MI  48314 ,,,,,
"Ray Sagan & Sons, Inc.";Ray Sagan & Sons, Inc. 401 Bonnie Lane Elk Grove Village, IL  60007 ,,,,,
Red Cross,Red Cross,,,,,,
Red Roof Inn,Red Roof Inn,,,,,,
Reliance Communication,Reliance Communication,,,,,,
Renee Compeau;Renee Compeau 23210 Pinetree Circle Macomb, MI 48042 ,,,,,
Republic Svc(fka Allied Waste) (Bill Pay);Republic Services #253 PO Box 9001099 Louisville, KY  40290-1099 ,,,,,
Rhonda Hughes;Rhonda Hughes 639 Leyland Court Lake Orion, MI  48362 ,,,,,
Rhonda Hughes Amex CC,Rhonda Hughes Amex CC,,,,,,
Ritter Technology LLC;Ritter Technology LLC 100 Williams Drive Zelienople, PA  16063 ,,,,,
River Urgent Care;The River Urgent Care 18930 West Road Woodhaven, MI 48183-3317 ,,,,,
Rizzo (fka All Waste) (Bill Pay);Rizzo Environmental Services dba Rizzo Services 6200 Elmridge Dr Sterling Heights, MI 48313 ,,,,,
Roboteq;Roboteq 7898 E. Acoma Dr. #102 Scottsdale, AZ 85260 ,,,,,
Rochester Hills Exec Park Owner Assn;Rochester Hills Executive Park Owners Association 2 Town Square Suite 850 Southfield, MI 48076 ,,,,,
"Rochester Mini Storage, Inc";Rochester Mini-Storage, Inc 1790 S Livernois Rd Rochester Hills, MI  48307 ,,,,,
Rocket Software (fka Trubiquity) (ACH);Rocket Software Systems, Inc. PO Box 842469 Boston, MA  02284-2469 ,,,,,
Romano's Macaroni Grill,Romano's Macaroni Grill,,,,,,
Rophin Paul;Rophin Paul 3771 Sleepy Fox Dr Rochester Hills, MI  48309 ,,,,,
Rophin Paul - CC,,,,,,,
Rophin Paul Amex CC,Rophin Paul Amex CC,,,,,,
Rose and Boplar Enclosures;Phoenix Mecano, Inc. 7330 Executive Way Frederick, MD  21704 ,,,,,
Roy Smith Company;Roy Smith Company 14650 Dequindre Detroit, Mi 48212 ,,,,,
Royal Alliance Industries;Royal Alliance Industries, Inc. 1701 W. Hamlin Rd. Rochester Hills, MI  48309 ,,,,,
RTI Laboratories;RTI Laboratories 33080 Industrial Rd. Livonia, MI 48150 ,,,,,
Sabic Polymers - CC,,,,,,,
Safety Label Solutions;Safety Label Solutions 112 Highview Road Milford, PA  48337 ,,,,,
Safetybee;Safetybee 2201 N. Lakewood Blvd, Suite D# 222 Long Beach, CA 90815 ,,,,,
Saket Hardikar;Saket Hardikar 288, Woodside Ct. Apt # 175 Rochester Hills, MI - 48307 ,,,,,
Saket Hardikar - CC,,,,,,,
Sam's Club,Sam's Club,,,,,,
Sameer Umrani;Sameer Umrani 60 Village Circle Dr, #12 Rochester Hills, MI  48307 ,,,,,
Sameer Umrani - CC,,,,,,,
Sentec Automation;Sentec Automation Components, Inc 5600C Williams Lake Road Waterford, MI 48329 ,,,,,
Sentry Insurance;Sentry Insurance 1800 North Point Drive Stevens Point, WI 54481 ,,,,,
Service Master Cleaning Service;ServiceMaster Commercial Cleaning Service P.O. Box 171 Metamora, MI 48455 ,,,,,
"Seyburn, Kahn, Ginn, Bess, Serlin(Lawyer)";Seyburn, Kahn, Ginn, Bess & Serlin, P.C. 2000 Town Center, Suite 1500 Southfield, MI  48075-1195 ,,,,,
"Shaltz Automation, Inc.";Shaltz Automation, Inc. Division of Shaltz Fluid Power 5190 Exchange Drive Flint, MI  48507 ,,,,,
Shawnee Rentals;Shawnee Rentals 742 W. North Street Lima, OH  45801 ,,,,,
Shell Oil,Shell Oil,,,,,,
Sherwin Williams;Sherwin-Williams Co (#1172) 50495 Corp Dr Ste 101 Shelby Twp, MI  48315-3132 ,,,,,
Shores Technologies (ACH) *;Shores Technologies, Inc. 22904 Industrial Drive West St. Clair Shores, MI  48080-1311 ,,,,,
Siemens Industry (ACH);Siemens Industry, Inc. P.O. Box 371034 Pittsburgh, PA 15251 ,,,,,
Sigrid & Associates (ACH);Sigrid & Associates, Inc. Thurland Johnston 2224 Juniper Ct Shelby Twp, MI  48316 ,,,,,
Sir Speedy;Sir Speedy John Gregorich 1942 Star Batt Dr. Rochester Hills, MI 48309 ,,,,,
SJC Controls *(ACH);SJC Controls, Inc. ATTN: Accounts Receivable 51410 Milano Drive, Ste #114 Macomb, MI  48042 ,,,,,
Sleep Inns  - CC,,,,,,,
Snap on Tool Online;IDSC Holdings LLC, dba Snap-on Industrial a division of IDSC Holdings LLC 2801 80th St Kenosha, WI  53143 ,,,,,
Society of Manufacturing Engineers;Society of Manufacturing Engineers PO Box 6028 Dearborn, MI  48121 ,,,,,
Solutions for Industry (ACH)*;Solutions for Industry, Inc. 13171 Day Rd Hudson, MI 49247 ,,,,,
Southwest AirLines,Southwest AirLines,,,,,,
Staples Advantage;Staples Advantage Dept DET PO Box 83689 Chicago, IL  60696-3689 ,,,,,
Star Hydraulics;Star Hydraulics Mike Lenisa 2727 N. Clinton St. River Grove, IL 60171 ,,,,,
State Of Michigan - Collection Division;State Of Michigan - Collection Division Michigan Department of Treasury P.O. Box 30199 Lansing, Mi 48909-7699 ,,,,,
State of Michigan - Licence Plate;Michigan Department of State 7064 Crowner Drive Lansing, MI 48980-0001 ,,,,,
State of Michigan - Licensing;Department of Licensing & Regulatory Affairs - Burerau of Commercial Services Corporation Division P.O. Box 30702 Lansing, Mi 48909 ,,,,,
State of Michigan - Treasury;State of Michigan Michigan Department of Treasury P.O. Box 30774 Lansing, MI  48909-8274 ,,,,,
Stephen Drouillard;Steve Drouillard 3790 Rolling Hills Road Orion, MI 48359 ,,,,,
Sterling Backcheck (ABSO);Sterling Backcheck (ABSO) Neewark Post Office P. O. Box 36482 Newark, NJ 07193-6482 ,,,,,
Suburban Bolt (ACH);Suburban Bolt & Supply Co. 27670 Grosebeck Highway Roseville, MI 48066 ,,,,,
Sukho Thai of Rochester,Sukho Thai of Rochester,,,,,,
Sumita Austen;Sumita Austen 1528 Oakridge Drive Rochester Hills, MI  48307 ,,,,,
Sumitha Paul,Sumitha Paul,,,,,,
SUNTEL SERVICES;SUNTEL SERVICES 1005 Crooks Rd, STE.100 Troy, MI 48084 ,,,,,
SupplyDen;SupplyDen 1837 Enterprise Dr. Rochester Hills, MI 48309 ,,,,,
Survey Monkey,Survey Monkey,,,,,,
Syndevco;Syndevco, Inc. 24205 Telegraph Road Southfield, MI  48033 ,,,,,
SYSTEMATIC MANUFACTURING INC;SYSTEMATIC MANUFACTURING INC 6522 DIPLOMAT DR. STERLING HEIGHTS, MI 48314 ,,,,,
Taste of Thailand,Taste of Thailand,,,,,,
Teal Electric;Teal Electric 1200 Naughton Avenue P.O. Box 1189 Troy, MI  48099 ,,,,,
Technical Training Inc. (TTi) (ACH);Technical Training Inc. 3903 W Hamlin Road Rochester Hills, MI 48309 ,,,,,
Techno Montajes (ACH);Techno Montajes Roberto Martinez BLVD. Gustavo Diaz no. 201, Col. Loma Lin Ramos Arizpe, Coahuila 25900 Mexico ,,,,,
Telecom Data (Formerly MCM);Telecom Data Solutions LLC PO Box 618 Lake Orion, MI  48361 ,,,,,
Telesis Technologies Inc;Telesis Technologies Inc. 16023 Collection Center Drive Chicago, Il 60693 ,,,,,
Tennant Sales and Service Co.;Tennant Sales and Service Company P.O. Box 71414 Chicago, IL 60694-1414 ,,,,,
Terry Wells;Terry Wells 20007 Towner Dr Clinton Twp, MI  48038-4931 ,,,,,
Terry Wells - CC,,,,,,,
TestAmerica Labs (ACH);TestAmerica Laboratories, Inc. 10448 Citation Dr. Ste. 200 Brighton, MI  48116 ,,,,,
Theorem Solutions Inc.;Theorem Solutions Inc. 6279 Tri-Ridge Blvd, Ste 240 Loveland, OH 45140-8396 ,,,,,
Thomson Linear Motion;Thomson Linear Motion 3606 Collections Center Dr Chicago, IL  60693 ,,,,,
Thumb Rigging (ACH);Thumb Rigging & Erectors, Inc. 14850 Downey Road PO Box 189 Capac, MI  48014 ,,,,,
Tina Sirls,Tina M Sirls,,,,,,
Titan Metallurgy;Titan Metallurgy 10221 Capital Ave. Oak Park, MI 48237 ,,,,,
Titan Tool;Titan Tool Company, Inc. 7410 W Ridge Road PO Box 220 Fairview, PA  16415 ,,,,,
TNT Express;TNT USA INC PO Box 182592 Columbus, OH  43218-2592 ,,,,,
Towne Place & Suites,Towne Place & Suites,,,,,,
Travel Booth(Sky Bird);Travel Booth 5358 Matthew Terrace Fremont, CA  94555 ,,,,,
Travelers Insurance;Travelers Insurance CL Remittance Center PO Box 660317 Dallas, TX  75266-0317 ,,,,,
Travelocity.com,,,,,,,
Tri-Arc Mfg (ACH);Tri-Arc Manufacturing Company 390 Fountain Street Pittsburgh, PA  15238 ,,,,,
Tri-State Fastener;Tri-State Fastener, Inc. 65 Vineyard Road Seekank, MA  02771 ,,,,,
Triumph Commercial Finance;Triumph Commercial Finance 3 Park Central, Suite 1700 12700 Park Central Drive Dallas, TX  75251 ,,,,,
Turck Inc;TURCK INC. MI 67, PO Box 9201 Minneapolis, MN 55480-9201 ,,,,,
Turner Kimball Rental LLC;Turner Kimball Rental LLC 1485 South Shore Drive Holland, MI  49423 ,,,,,
Uline;ULINE ATTN: Accounts Receivable PO Box 88741 Chicago, IL  60680-1741 ,,,,,
Uncle Squeegee's Inc.;Uncle Squeegee's Window Cleaning PO Box 380225 Clinton Twp, MI  48038 ,,,,,
United Airlines,,,,,,,
United Healthcare;United Healthcare Dept CH-10151 Palatine, IL 60055-0151 ,,,,,
Upland Investments LLC;Upland Investments LLC P.O. Box 408 Lake Orion, Mi 48361 ,,,,,
UPS Supply Chain Solutions Inc.;UPS - Supply Chain Solutions Inc. 28013 Network Place Chicago, IL  60673-1280 ,,,,,
UPS United Parcel Service (Bill Pay);United Parcel Service Lockbox 577 Carol Stream, IL  60132-0577 ,,,,,
US Dept of Homeland Security,US Department of Homeland Security,,,,,,
USCIS,USCIS,,,,,,
USPS (Post Office),United States Postal Service,,,,,,
"UTi, United States, Inc. (ACH)";UTI UNITED STATES INC 26838  NETWORK PLACE CHICAGO, IL 60673-1268 ,,,,,
Valentine & Associates;Valentine & Associates 5767 West Maple Rd. Ste 400 West Bloomfield, Mi 48327 ,,,,,
Vanguard Cleaning (ACH);Vanguard Cleaning Systems 2386 Franklin Rd Bloomfield Hills, MI  48302 ,,,,,
Verizon,Verizon,,,,,,
Versa Handling;Versa Handling Company 12995 Hillview Detroit, MI  48227 ,,,,,
Vibromatic (ACH);Vibromatic Company, Inc. PO Box 1358 Noblesville, IN 46061-1358 ,,,,,
Victor Machine & Mfg. Ltd.;Victor Machine & Mfg. Ltd. 100-3215 Jefferson Blvd. Windsor, Ontario N8T 2W7 ,,,,,
Vijay Pinto,Vijay Pinto,,,,,,
Vijay Pinto CC,Vijay Pinto,,,,,,
Visual Components NA (ACH);Visual Components North America Corp. 2633 S. Lapeer Rd, Suite G Lake Orion, MI  48360 ,,,,,
Vivek Systems (ACH);Vivek Systems Drawer #1449 PO Box 5935 Troy, MI  48007-5935 ,,,,,
Vollmer;Vollmer 3822 Sandwhich Street Windsor, On N9C 1C1 Canada ,,,,,
Vonage - CC,,,,,,,
"W & L Investment Company, LLC";W & L Investment Company 1790 S Livernois Road Rochester Hills, MI  48307 ,,,,,
WalMart,WalMart,,,,,,
Walther Pilot North America;Walther Pilot North America 46890 Continental Dr. Chesterfield, MI  48047 ,,,,,
Waste Management (Bill Pay);Waste Management P.O. Box 4648 Carol Stream, IL 60197-4648 ,,,,,
Wayfair Supply;Wayfair Supply 986 W 2nd, ST., Ogden, Utah 84404 ,,,,,
WD Hearn Machine Tools (SA$);WD Hearn Machine Tools PO Box 1090 Eppindust 7475 Cape Town, South Africa ,,,,,
Webex;Webex 3979 Freedom Circle Santa Clara, CA 95054 ,,,,,
Wes-Tech Automation;Wes-Tech Automation Solutions, LLC ,,,,,
Wilkie Brothers (ACH);Wilkie Brothers Conveyors, Inc. PO Box 219 Marysville, MI  48040 ,,,,,
Workshop Media (ACH);Workshop Media Group 590 Hemingway Rd Lake Orion, MI  48362 ,,,,,
XRI TESTING (ACH);X-Ray Industries, Inc. 1961 Thunderbird Troy, MI 48084 ,,,,,
YourBigSign.com;YourBigSign.com 3440 Fenton Rd, Hartland, Hartland, MI 48353 ,,,,,
Zorotools.com;Zoro Tools, Inc. 1000 Ashbury Drive, Suite 1 Buffalo Grove, IL  60089 ,,,,,
